"拼音排序","編號","詞彙","拼音","等級","詞類","英文解釋"
84,"0522","床","chuáng ",,"N","bed"
85,"0755","春天","chūntiān ",,"N","spring, springtime"
86,"0510","吹","chuī ",,"V","blow, puff, play  (wind instruments)  "
87,"0465","次","cì ",,"M","Measure word for the number of repetitions in a given period of time"
88,"1468","聰明","cōngmíng ",,"VS","to be intelligent"
89,"0978","從","cóng ",,"Prep","from"
90,"0980","從前","cóngqián ",,"N","formerly, in the past, used to"
91,"1438","錯","cuò ",,"VS","to be wrong/ mistake"
,"D",,,,,
92,"0311","打","dă ",,"V","to hit, to beat, to strike"
93,"05","打開","dăkāi ",,"V","to open up"
94,"0312","打掃","dăsăo ",,"V","to sweep, to clean"
95,"0314","打算","dăsuàn ",,"V","to plan"
96,"0077","大","dà ",,"VS","to be big, to be large"
97,"0080","大家","dàjiā ",,"N","everyone"
98,"0086","大聲","dàshēng ",,"VS","loud voice"
99,"0085","大學","dàxué ",,"N","university"
100,"0079","大衣","dàyī ",,"N","overcoat, topcoat"
101,"0971","帶","dài ",,"V","to bring"
102,"1456","戴","dài ",,"V","to wear (hat,watch, jewelry etc.)"
103,"1040","袋子","dàizi ",,"N","bag, sack"
104,"1036","蛋","dàn ",,"N","egg"
105,"1037","蛋糕","dàngāo ",,"N","cake"
106,"0493","但是","dànshì ",,"Conj","but, still, however"
107,"1224","當然","dāngrán ",,"Adv","of course"
108,"06","刀叉","dāochā ",,"N","knife and fork"
109,"0831","倒","dăo ",,"V","to pour, to dump out"
110,"0607","到","dào ",,"V/Prep","to reach, to arrive/ to leave for"
111,"0678","的","de ",," ","possessive or modifying particle"
112,"0973","得","de ",,,"a particle used between a verb or adjective and its complement to indicate manner or degree"
113,"07","德國","déguó ",,"N","Germany, German"
114,"1127","等","děng ",,"V","to wait"
115,"0498","低","dī ",,"VS","to be low"
116,"0394","地","dì ",,"N","the earth, land, soil, fields, ground, place, position, background, distance"
117,"1027","第","dì ",," ","a prefix for ordinal numbers"
118,"0524","弟弟","dìdi ",,"N","younger brother"
119,"0987","掉","diào ",,"VS","drop, fall, come off, lose,be missing, fall behind, change, turn"
120,"1483","點(兒)","diǎn(ér)",,"M/N","Partial measure word for a small quantity of things."
121,"1485","點菜","diăncài ",,"V","to order food"
122,"1484","點心","diănxīn ",,"N","a snack, light refreshment"
123,"1486","點鐘","diănzhōng ",,"M","o'clock"
124,"0629","店","diàn ",,"N","store, shop"
125,"1275","電","diàn ",,"N","electricity"
126,"1282","電燈","diàndēng ",,"N","electric lamp / light"
127,"1279","電話","diànhuà ",,"N","telephone, call"
128,"1278","電腦","diànnăo ",,"N","computer"
129,"08","電視(機)","diànshì (jī)",,"N","television set"
130,"1280","電影","diànyǐng ",,"N","movie"
131,"1281","電影院","diànyǐngyuàn ",,"N","cinema, movie(house)"
132,"0397","地方","dìfāng ",,"N","place"
133,"10","地上","dìshàng ",,"N","ground"
134,"0400","地圖","dìtú ",,"N","map"
135,"0665","東(邊)","dōng(biān)",,"N","east"
136,"0243","冬天","dōngtiān ",,"N","winter, wintertime"
137,"0664","東西","dōngxī",,"N","thing"
138,"1455","懂","dǒng ",,"VS","to understand"
139,"0947","動","dòng ",,"V","to move; to be moved"
140,"0948","動物","dòngwù ",,"N","animal"
141,"0949","動物園","dòngwùyuán ",,"N","zoo"
142,"1058","都","dōu ",,"Adv","all, both"
143,"1537","讀","dú ",,"V","to read; to go to/ attend school or college"
144,"1121","短","duăn ",,"VS","to be short"
145,"1538","讀書","dúshū ",,"V","to study, to read"
146,"0567","肚子","dùzi ",,"N","stomach, belly, abdomen"
147,"1297","對","duì ",,"VS","answer, reply, treat"
148,"1300","對不起","duìbùqǐ ",,"V","I'm sorry; Excuse me"
149,"1302","對面","duìmiàn ",,"N","the other side, place across from"
150,"0404","多","duō ",,"Adv/VS","more than the correct, required number, much,far more/ many, much, more"
151,"09","多少","duōshăo ",,"Adv","how much, how many"
152,"0464","朵","duǒ ",,"M","Individual measure word for cloudand flowers"
,"E",,,,,
153,"1406","餓","è ",,"VS","to be hungry"
154,"0023","二","èr ",,,"two"
155,"0598","兒子","érzi ",,"N","son"
156,"0478","耳朵","ěrduo",,"N","ear"
,"F",,,,,
157,"1116","發生","fāshēng ",,"VS","to happen, to occur, take place"
158,"1117","發現","fāxiàn ",,"V","to discover"
159,"11","法國","fǎguó",,"N","France, French"
160,"1173","飯","fàn ",,"N","food, meal"
161,"1174","飯店","fàndiàn ",,"N","hotel, restaurant"
162,"0193","方便","fāngbiàn ",,"VS","to be convenient"
163,"0192","方法","fāngfă ",,"N","method, way, means"
164,"0640","房(子)","fáng(zi)",,"N","house"
165,"0643","房間","fángjiān ",,"N","room"
166,"0653","放 ","fàng ",,"V ","to put, to release"
167,"0655","放假","fàngjià ",,"V","to have a holiday, vacation"
168,"12","放下","fàngxià ",,"V","to lay down; to put down; to let sth. down; to lower; to set down"
169,"0824","飛","fēi ",,"V","to fly"
170,"0825","飛機","fēijī ",,"N","airplane"
171,"0710","非常","fēicháng ",,"Adv","very, extremely"
172,"0162","分(鐘)","fēn(zhōng)",,"M ","minute"
173,"0735","封","fēng ",,"M","Measure word for letters, telegrams, etc."
174,"0822","風","fēng ",,"N","wind"
175,"0823","風景","fēngjǐng ",,"N","scenery, view landscape"
176,"0661","服務生","fúwùshēng ",,"N","attendant, service person, waiter"
177,"0704","附近","fùjìn ",,"N","nearby"
178,"0218","父親","fùqīn ",,"N","father"
,"G",,,,,
179,"0538","改","găi ",,"V","to change, to alter, to correct"
180,"0935","乾","gān ",,"VS","to be dry"
181,"0936","乾淨","gānjìng ",,"VS","to be clean"
182,"1191","感冒","gănmào ",,"VS","to have a cold; cold, flu"
183,"0836","剛剛","gānggāng ",,"Adv","just now"
184,"0933","高","gāo ",,"VS","to be tall, to be high"
185,"0934","高興","gāoxìng ",,"VS","to be happy"
186,"0509","告訴","gàosù ",,"V","to tell, to inform"
187,"0832","個","gè ",,"M","Individual measure word for persons and material things."
188,"1308","歌(兒)","gē(ér) ",,"N","song"
189,"0840","哥哥","gēge ",,"N","elder brother"
190,"1134","給","gěi ",,"V/Prep","to give/ for, for the benefit of, by (in passive cons.)"
191,"1254","跟","gēn ",,"Conj/Prep","with/ and"
192,"0541","更","gèng ",,"Adv","even more, still more"
193,"0153","公車","gōngchē ",,"N","city bus"
194,"0151","公共汽車","gōnggòngqìchē",,"N","city bus"
195,"0251","功課","gōngkè ",,"N","schoolwork, homework"
196,"0149","公司           ","gōngsī ",,"N","company"
197,"0862","恭喜","gōngxǐ ",,"VS","to congratulate"
198,"0156","公寓","gōngyù ",,"N","apartment building"
199,"0157","公園","gōngyuán ",,"N","park"
200,"0104","工作","gōngzuò ",,"N/V","work/ to work"
201,"0676","狗","gǒu ",,"N","dog"
202,"13","夠(了)","gòu(le)",,"VS","to be enough"
203,"0753","故事","gùshì ",,"N","story"
204,"0988","掛","guà ",,"V","to hang"
205,"0589","乖","guāi ",,"VS","well-behaved"
206,"1510","關","guān ",,"V","to close; to turn off"
207,"14","關上","guānshàng ",,"V","to close, to shut; to turn off"
208,"1144","貴","guì ",,"VS","to be expensive"
209,"0962","國(家)","guó(jiā)",,"N","nation, country"
210,"0666","果汁","guǒzhī ",,"N","fruit juice"
211,"1267","過","guò ",,,"V: to pass, P: a suffix indicating completion of an action, or completion of an action as an experience"
212,"1272","過來","guòlái ",,"V","come over/ up, come here"
213,"1271","過年","guònián ",,"V","to celebrate the Chinese New Year"
214,"1269","過去","guòqù ",,"N/V","in the past, formerly/  go over, pass by"
,"H",,,,,
215,"1475","還","hái ",,"Adv","still, yet"
216,"1477","還是","háishì ",,"Conj","or"
217,"0731","孩(子)","hái(zi) ",,"N","child"
218,"0885","海(邊)","hăi(biān)",,"N","ocean, sea"
219,"0852","害怕","hàipà ",,"VS","be afraid / scared"
220,"15","韓國","hánguó ",,"N","the Republic of Korea"
221,"1079","寒假","hánjià ",,"N","winter vacation"
222,"16","漢堡(包)","hànbăo(bāo)",,"N","hamburger"
223,"1312","漢語","hànyŭ ",,"N","Chinese / Sinitic language(s)"
224,"1310","漢字","hànzì ",,"N","Ch. character, sinograph"
225,"0410","好","hăo ",,"Adv/VS","very, quite/ to be good,well"
226,"0415","好吃","hăochī ",,"VS","to be fond of eating"
227,"0419","好看","hăokàn ",,"VS","to be good-looking"
228,"0422","好像","hăoxiàng ",,"Adv","to seem, to be likely, to be like"
229,"0418","好玩(兒)","hăowán(ér)",,"VS","to be interesting, to be full of fun"
230,"1239","號","hào ",,"M","Measure word for numbers and dates."
231,"1240","號碼","hàomă ",,"N","number"
232,"1074","喝","hē ",,"V","to drink"
233,"0614","和","hé  ",,"Conj","and"
234,"0671","河","hé ",,"N","river"
235,"1022","盒(子)","hé (zi)",,"N","box, case"
236,"17","黑","hēi ",,"N/VS","black/ to be black"
237,"0740","很","hěn ",,"Adv","very"
238,"18","紅","hóng ",,"N/VS","red/ to be red"
239,"0792","紅包","hóngbāo ",,"N","red envelope containing a money gift"
240,"0793","紅茶","hóngchá ",,"N","black tea"
241,"0794","紅綠燈","hónglùdēng ",,"N","traffic light"
242,"0745","後面","hòumiàn",,"N","back"
243,"0744","後來","hòulái ",,"N","afterwards, later on"
244,"1530","護士","hùshì ",,"N","(hospital ) nurse"
245,"0689","花(兒)","huā(ér)",,"N","flower"
246,"0690","花園","huāyuán ",,"N","flower garden"
247,"1213","滑雪","huáxuě ",,"V","to ski"
248,"1109","畫","huà ",,"N","picture, drawing"
249,"1111","畫家","huàjiā ",,"N","a painter (as in an artist )"
250,"1507","壞","huài ",,"VS","to be bad"
251,"1087","換","huàn ",,"V","to change"
252,"19","黃","huáng ",,"N/VS","yellow/ to be yellow"
253,"20","歡迎","huānyíng ",,"V/VS","welcome"
254,"0385","回","huí ",,"V","to return"
255,"0391","回答","huídá ",,"V","answer"
256,"0389","回家","huíjiā ",,"V","return home"
257,"0388","回來","huílái ",,"V","to return, to come back"
258,"0387","回去 ","huíqù ",,"V","to leave, to go back"
259,"1207","會","huì ",,"VS","can, be able to, be good at, be skillful in"
260,"0771","活","huó ",,"VS","live, save (sb.'s life)"
261,"0772","活動","huódòng ",,"N","activity"
262,"0215","火","huǒ ",,"N","fire"
263,"0216","火車","huǒchē ",,"N","train"
264,"0638","或","huò ",,"Conj","or, either or"
265,"0639","或是","huòshì ",,"Conj","or, perhaps"
,"J",,,,,
266,"1420","機會","jīhuì ",,"N","chance, opportunity"
267,"1419","機場","jīchăng ",,"N","airport"
268,"21","幾","jǐ ",,,"a few, several; how many"
269,"0966","寄","jì ",,"V","to mail"
270,"0917","記","jì ",,"V","to record, to write, to jot down"
271,"0813","計程車","jìchéngchē ",,"N","taxi"
272,"0812","計畫","jìhuà ",,"N/V","plan, project, program/ to plan, to map out"
273,"0250","加","jiā ",,"V","to add to"
274,"0853","家","jiā ",,"N","home, family"
275,"0857","家庭","jiātíng ",,"N","family, household"
276,"1170","間","jiān ",,"M","Container measure word for houses or other buildings."
277,"1491","簡單","jiăndān ",,"VS","to be simple, uncomplicated"
278,"0354","件","jiàn ",,"M","Individual measure word for clothes, etc."
279,"0354","件","jiàn ",,"M","Individual measure word for furniture, jewelry, etc."
280,"0354","件","jiàn ",,"M","Individual measure word for affairs, incidents, etc."
281,"0568","見","jiàn ",,"V","to see, to meet"
282,"0569","見面","jiànmiàn ",,"V","to meet someone, to see someone"
283,"0944","健康","jiànkāng ",,"VS","to be healthy, in good physical condition; health"
284,"1472","講","jiăng ",,"V","to speak, explain"
285,"1473","講話","jiănghuà ",,"V","speak, talk, address"
286,"0351","交","jiāo ",,"V","hand over, deliver"
287,"1236","腳","jiăo ",,"N","foot"
288,"22","腳踏車","jiăotàchē ",,"N","bicycle"
289,"1349","餃(子)","jiăo(zi)",,"N","Chinese dumpling "
290,"23","叫","jiào ",,"V/VS","to be called, to call"
291,"0991","教","jiāo ",,"V ","to teach"
292,"0994","教室","jiàoshì ",,"N","classroom"
293,"24","接(到)","jiē(dào)",,"V","to receive, to meet, to come into contact with"
294,"1133","結婚","jiéhūn ",,"V","to marry, to get married"
295,"1231","節目","jiémù ",,"N","program, events (of entertainment, a program, etc.)"
296,"0621","姐姐","jiějie ",,"N","elder sister"
297,"1246","解決","jiějué ",,"V","to resolve, settle"
298,"0830","借","jiè ",,"V","to borrow, to lend "
299,"0141","介紹","jièshào ",,"V","to introduce, to suggest"
300,"0189","斤","jīn ",,"M","A unit of weight"
301,"0140","今年","jīnnián ",,"N","this year"
302,"0139","今天","jīntiān ",,"N","today"
303,"1523","警察","jǐngchá ",,"N","police officer"
304,"1323","緊張","jǐnzhāng ",,"VS","to be nervous, to be tense"
305,"0696","近","jìn ",,"VS","to be near"
306,"1152","進","jìn ",,"V","move forward, enter"
307,"1155","進步","jìnbù ",,"VS","progress; to improve"
308,"1156","進來","jìnlái ",,"V","come in"
309,"1153","進去","jìnqù ",,"V","go in"
310,"1235","經過","jīngguò ",,"V","to pass by, to pass through"
311,"0019","九","jiŭ ",,,"nine"
312,"0066","久","jiŭ ",,"VS","to be a long time"
313,"0926","酒","jiŭ ",,"N","wine or liquor"
314,"1080","就","jiù ",,"Adv","just, exactly, only; then, right away; (indicating immediacy)"
315,"1492","舊","jiù ",,"VS","to be old, to be used"
316,"1081","就要","jiùyào ",,"Adv","soon, in no time"
317,"0287","句子","jùzi ",,"N","sentence"
318,"1522","覺得","juéde ",,"VS","to feel, to think, to consider"
319,"0545","決定","juédìng ",,"V","to decide"
,"K",,,,,
320,"0613","咖啡","kāfēi ",,"N","coffee"
321,"0259","卡片","kăpiàn ",,"N","card"
322,"1160","開","kāi ",,"V ","to drive, to open, to turn on"
323,"1163","開車","kāichē ",,"V","to drive a car"
324,"25","開始","kāishǐ ",,"V/VS","to start, to begin"
325,"1162","開水","kāishuǐ ",,"N","boiling/ boiled water"
326,"1161","開心","kāixīn ",,"VS","feel happy, rejoice"
327,"1169","開學","kāixué ",,"VS","start school, begin term"
328,"0886","烤","kăo ",,"V","to roast, to toast, to bake"
329,"0476","考試","kăoshì ",,"N/V","test, exam/ to take a test"
330,"0777","看","kàn ",,"V ","to watch, to read, to look at"
331,"0780","看到","kàndào ",,"V","to see"
332,"0779","看見","kànjiàn ",,"V","to see"
333,"1096","棵","kē ",,"M","Individual measure word for plants and vegetable."
334,"0785","科學","kēxué ",,"N","science"
335,"1105","渴","kě ",,"VS","to be thirsty"
336,"0270","可愛","kěài ",,"VS","to be lovable, likeable, adorable, cute"
337,"0271","可樂","kělè ",,"N","cola"
338,"0268","可能","kěnéng ",,"Adv","probably, maybe"
339,"0267","可是","kěshì ",,"Conj","but, however"
340,"0265","可以","kěyǐ ",,"Adv","can, may, be permitted"
341,"1393","課","kè ",,"N","class"
342,"1395","課本","kèběn ",,"N","textbook"
343,"0733","客氣","kèqì ",,"VS","to be polite"
344,"0732","客人","kèrén ",,"N","guest, visitor"
345,"0734","客廳","kètīng ",,"N","living room"
346,"1394","課文","kèwén ",,"N","text in a school book"
347,"0684","空氣","kōngqì ",,"N","air"
348,"0073","口","kǒu ",,"M","Mouthful, measure word for things kept in the mouth"
349,"0073","口","kǒu ",,"M","Measure word for people"
350,"0841","哭","kū ",,"V","to cry, to weep"
351,"0802","苦","kŭ ",,"VS","to be toilsome, hard; sad; bitter / toil, hardship"
352,"1426","褲(子)","kù(zi)",,"N","trousers, pants"
353,"0528","快","kuài ",,"Adv/VS","quickly/ to be fast"
354,"1187","塊","kuài ",,"M ","Partial measure word for lumps of foodstuff."
355,"1187","塊","kuài ",,"M ","Individual measure word for a solid substance with a regular shape."
356,"1187","塊","kuài ",,"M ","Individual measure word for Chinese currency."
357,"1228","筷(子)","kuài(zi)",,"N","chopsticks"
358,"0530","快樂","kuàilè ",,"VS","to be happy"
,"L",,,,,
359,"0647","拉","lā ",,"V","to pull, to tug"
360,"0597","來","lái ",,"V","to come"
361,"26","藍","lán ",,"N/VS","blue/ to be blue"
362,"1519","籃球","lánqiú ",,"N","basketball"
363,"0472","老","lăo ",,"VS","old, aged"
364,"0473","老人","lăorén ",,"N","old man/woman"
365,"0474","老師","lăoshī ",,"N","teacher"
366,"0020","了","le ",,,"often used after stative verbs"
367,"1029","累","lèi ",,"VS","to be tired"
368,"0500","冷","lěng ",,"VS","to be cold"
369,"0502","冷氣(機)","lěngqì(jī)",,"N","air conditioning; cold air"
370,"1500","離","lí ",,"V","be away from, apart from, separated from"
371,"1501","離開","líkāi ",,"V","to leave"
372,"27","裡","lǐ",,"N","inside"
373,"1244","裡面","lǐ(miàn) ",,"N","inside"
374,"1245","裡邊(兒)","lǐbiān(ér)",,"N","interior, inside"
375,"1487","禮物","lǐwù ",,"N","present, gift"
376,"1469","臉","liăn ",,"N","face"
377,"1384","練習","liànxí ",,"V","to practice, to drill/ practice, exercise"
378,"1005","涼","liáng ",,"VS","to be cool"
379,"1006","涼快","liángkuài ",,"VS","to be (pleasantly) cool"
380,"0600","兩","liăng ",,,"two"
381,"1402","輛","liàng ",,"M","Measure word for any conveyance, etc."
382,"0711","亮 ","liàng ",,"VS","to be sunny, to be bright"
383,"1033","聊天(兒)","liáotiān(ér)",,"V","to chat/ chatting"
384,"1283","零","líng ",,,"zero"
385,"0890","留","liú ",,"V","to leave (message, thing, etc.), to stay, to remain"
386,"0145","六","liù ",,,"six"
387,"28","樓","lóu ",,"M/N","Measure word for floor or story"
388,"1257","路","lù ",,"N","road"
389,"1258","路上","lùshàng ",,"N","on the road"
390,"1180","亂","luàn ",,"VS","to be messy"
391,"0866","旅行","lǚxíng ",,"V","to travel, to take a trip"
392,"0867","旅遊","lǚyóu ",,"V","travel"
393,"29","綠","lǜ",,"N","green, to be green"
,"M",,,,,
394,"1181","嗎","ma",," ","a question particle"
395,"1188","媽媽","māma ",,"N","mother"
396,"0930","馬","mă ",,"N","horse"
397,"0931","馬上","măshàng ",,"Adv","immediately"
398,"1066","麻煩","máfán ",,"N/VS","an on annoyance, troublesome/ to be annoyed; to bother"
399,"1146","買","măi ",,"V","tp buy"
400,"1399","賣","mài ",,"V","to sell"
401,"1304","慢","màn ",,"VS","to be slow; slowly"
402,"30","慢慢地","mànmànde  ",,"Adv","slowly; gradually"
403,"0441","忙","máng ",,"VS","to be busy"
404,"1428","貓","māo ",,"N","cat"
405,"31","毛","máo ",,"M ","one-tenth of a yuan"
406,"0210","毛衣","máoyī ",,"N","sweater"
407,"1082","帽(子)","mào(zi)",,"N","hat, cap, headgear"
408,"0547","沒","méi ",,"Adv","not (have)"
409,"0559","沒關係","méiguānxì",,"VS","no problem, never mind, it doesn' t matter"
410,"0556","沒問題","méiwèntí ",,"VS","no problem"
411,"0554","沒有","méiyǒu ",,"VS","did not, have not"
412,"0542","每","měi ",,,"every"
413,"0796","美","měi ",,"VS ","to be beautiful"
414,"32","美國","měiguó ",,"N","U.S.A., American"
415,"0797","美麗","měilì ",,"VS","beautiful"
416,"0620","妹妹","mèimei ",,"N","younger sister"
417,"0701","門","mén ",,"N","door, gate"
418,"0702","門口","ménkǒu ",,"N","entrance, doorway"
419,"0469","米","mǐ ",,"N","uncooked rice"
420,"1526","麵","miàn ",,"N","flour, dough, noodle"
421,"1527","麵包","miànbāo ",,"N","bread"
422,"33","麵包店","miànbāodiàn ",,"N","bakery"
423,"0658","明年","míngnián ",,"N","next year"
424,"0656","明天","míngtiān ",,"N","tomorrow"
425,"0379","名字","míngzì ",,"N","full name, given name"
426,"1365","摩托車","mótuōchē ",,"N","motorcycle, motor scooter"
427,"0203","木(頭)","mù(tou)",,"N","wood, log, timber"
,"N",,,,,
428,"0863","拿","ná ",,"V","to bring, to carry (in one's, or with one's hand)"
429,"0842","哪","nă ",," ","which"
430,"0845","哪兒","nǎr",,"N","where"
431,"0846","哪裡","nălǐ ",,"N","where"
432,"0578","那","nà ",,"Conj","that"
433,"0587","那邊","nàbiān ",,"N","there, over there"
434,"0581","那兒","nàr ",,"N","there"
435,"0582","那裡","nàlǐ ",,"N","there"
436,"0583","那麼","nàme ",,"Adv/Conj","well, in that case/ like that, in that way"
437,"0297","奶奶","năinai ",,"N","grandma, grandmother (father's mother)"
438,"1514","難","nán ",,"VS","to be difficult"
439,"0726","南(邊)","nán(biān)",,"N","south"
440,"0566","男孩(兒)(子)          ","nánhái(ér)(zi)",,"N","boy"
441,"1516","難過","nánguò ",,"V","to be sad, to be distressed"
442,"0616","呢","ne ",," ","a question particle / a particle indicating the situation or state of affairs is being sustain"
443,"0497","你(們)","nǐ(men)",,"N","you"
444,"0908","能","néng ",,"Adv","can, be physically able to"
445,"0435","年","nián ",,"M","A year of"
446,"0438","年紀","niánjì ",,"N","age"
447,"0440","年輕","niánqīng ",,"VS","to be young"
448,"0634","念","niàn ",,"V ","to read aloud, to study"
449,"1064","鳥","niăo ",,"N","bird"
450,"0981","您","nín ",,"N","you ( formal usage)"
451,"0224","牛奶","niúnăi ",,"N","cow's milk"
452,"0092","女孩(兒)(子)        ","nǚhái(ér)(zi)",,"N","girl"
453,"0507","努力","nŭlì ",,"VS","make great effort, try hard"
454,"1205","暖和","nuănhuo ",,"VS","to be warm"
,"P",,,,,
455,"0673","爬","pá ",,"V","to climb, to crawl"
456,"0674","爬山","páshān ",,"V","to climb a mountain, to hike on hills"
457,"0637","怕","pà ",,"VS","to fear"
458,"0649","拍","pāi ",,"V","to clap, beat, pat; to take a photo, shoot a film"
459,"1381","盤","pán ",,"M","Container measure word for the contents of a plate."
460,"1382","盤子","pánzi ",,"N","plate"
461,"0865","旁邊(兒)","pángbiān(ér)",,"N","side, by the side of, near by"
462,"0798","胖","pàng ",,"VS","to be fat"
463,"1150","跑","păo ",,"V","to run"
464,"0662","朋友","péngyǒu ",,"N","friend"
465,"0343","皮包","píbāo ",,"N","handbag, briefcase"
466,"0219","片","piàn ",,"M","Partial measure word for thin, flat pieces of something."
467,"0718","便宜","piányí ",,"VS","to be cheap"
468,"1025","票","piào ",,"N","ticket"
469,"1309","漂亮","piàoliàng ",,"VS","to be beautiful, to be pretty"
470,"1016","瓶(子)","píng(zi)",,"M/N","Collective measure word for the things wrapped, tied up or fixed in bundles."
471,"1521","蘋果","píngguǒ ",,"N","apple"
472,"0900","破","pò ",,"VS","to be broken"
,"Q",,,,,
473,"0018","七","qī ",,,"seven"
474,"1506","騎","qí ",,"V","to ride; to drive (a bicycle, motor cycle, horse, etc.)"
475,"0619","奇怪","qíguài ",,"VS","to be strange, to be queer, to be unusual"
476,"0922","起","qǐ ",,"V  ","to stand up, get up, to lift, to rise"
477,"0923","起床","qǐchuáng ",,"V","to get up"
478,"0924","起來","qǐlái ",,"V","to stand up, to rise"
479,"0561","汽車","qìchē ",,"N","automobile, car"
480,"0560","汽水","qìshuǐ",,"N","soda pop, carbonated drink"
481,"0069","千","qiān ",,,"thousand"
482,"1274","鉛筆","qiānbǐ ",,"N","pencil"
483,"1441","錢","qián ",,"N","money"
